Customer Review,Emotion
kreasi gak dikirim,0
"keyboard tdk menggebu simetris adv cak paling sementara itu aki perdana dicoba sekitar saat tdk larat , dasar bertambah ekonomis mengenai depot beda , kira-kira tdk cakap patut melulu  dusta",0
"komoditas jelek, terpotong 1 , diisi udara berburai (rahasia)",0
"nan luar menyempal ki aspirasi deh. perkara mutu pandangan ampun ya, kelihatannya mengarah-arahi setanding mainan anak-anak kasat handphone.",0
"pesen mesum dikirim putih.. parah. bersetuju direturn ngga keburu, soalnya zat tsb bikin hadiah ultah hr ini. maka dari itu ana  pake same day. sementara itu sdh sy ingatkan loh, sokong dicheck dulu sebelum dikirim...",0
incaran tipis. penyok2 sebab packing yg ga jelas.. sementara itu udah sahaja peser kerdus.. ternyata pada menyuplai saja selembar selanjutnya ga guna.,0
"seller enggak  responsive, nasihat beserta pengutaraan pengurungan jarak 2 menit, terlebih ditolak pengajuannya. sedangkan udah chat pengen tiru versi produk sekata bibit transportasi tapi gak diwaro. membandel",0
"blm dimainin bahan udh cuil mana no angkanya jadi yg kepam lagi, keras dah",0
serpihan kayu sepatu jelek. selumbar kalep. cpt seman,0
"tenaga kerja nya invalid pusat nih , pengangkutan rendah supervisor bukunya , mentransfer semula dengn identitas nan berbeda berulang",0
"sekali meninjau buruk, mereka yg blg exp nya 2023 tapi nan mendarat lebih-lebih 2022 rembulan 4, seimbang unilever seperti ini toh ternyata. mereka perintah refund untuk barangnya udh sampe a hijau ongkir nya dekat ganti, apakah kalian dapat penukar sangkala yg kebuang menjumpai nunggu kiriman itu? packingnya lagi, anter nya lagi, g kerjaan. baiklah mudah-mudahan unilever yg terlalu dewasa ini terjaga berjejak bakal kelengahan nya dengan kelalaiannya. serta bantu tiada memu pembeli, kawula belanja enggak gratisan ??",0
"daluang nya jelek , mangsi gemblengan sedia nan a dekat kagak jelas dekat mendikte",0
"jasa depot jelek, teknik produk lambat, pada chat tiada menjawab, kurang lebih pertengahan",0
pengangkutan lambat sekaligus,0
"bukan main kelewat buruk, mereka yg blg exp nya 2023 tapi nan berlabuh lebih-lebih 2022 rembulan 4, sejajar unilever seperti ini toh ternyata. mereka suruhan refund andaikan barangnya udh sampe perdana ongkir nya dalam ganti, apakah kalian dapat silih sangkala yg kebuang mendapatkan nunggu buntelan itu? packingnya lagi, anter nya lagi, g kerjaan. setuju mudah-mudahan unilever yg menelaah luhur ini permulaan berkacak hendak kesesatan nya bersama kelalaiannya. lagi sokong nir- membencanai pembeli, ana  bayar enggak gratisan ??",0
"awalnya coba2 borong merk ini tapi ternyata kulkasnya ga bagus, atas detik cara pendinginan kompressornya suranya padat onar tulah kusai cak amat sangat",0
"transmisi a berlama-lama , kagak cermat , bagasi nan dikirim terbatas , buang2 kurun",0
"ini gmn, ssd nya gak larat dalam pake.... sy menghendaki ganti...",0
"size l alit bgt sih, mana ga wujud amanat size bajunya.. garib bgt. admin jg no respon.",0
"transportasi lamaaaaaaaaaaaaa, ditanya dulu gres sehat",0
"mac hancur, sedangkan setelah add bubbel. krn dus cuman nempel doank pada mac, jd ketindih2 renggang",0
belanja remedi diikrim dus nihil maksdya apaan nh berkenan kecoh pelanggan segala apa masdya,0
jelek jgn kulak disini... kecewa.... payu melimpah emang gampangan bahannya... nyesal ********* penjualnya,0
"menimbulkan palas-palas sungkup 4 tajuk yg dekat bubble sampai-sampai serawal dalem yg dalam dalam, mengaji pesannya dong.. mikir...",0
metode bagasi sampe pengirimanmya lamaaa,0
"produk yg pada merapat tdk bertimbal pesanan, sistem komplain berat  lma bersama berpaut keluk",0
"kalo cuai macking, tabel tokocabang aja bro. meski klien puas, awak kendati gak v butuh beri (uang) personel mendapatkan handle embalase barang. packing cak kenapa jelek bgt.",0
"tersedia bintik asfar dekat kudung nya, pendek, kaku!",0
udah bayar besar maujud 1 yg terbantun solak ganti ga dapat pake belibet susunan cape deh,0
"bahan bersimbah berkemal serta aroma kwalitas tiada bagus, tak spt digambar pencelup nya byk yg terkuliti",0
"belum dicoba, pengangkutan konservatif",0
"keripik ususnya mendekati aroma bangkai, menanggung masin banget. aku 100% me review sebab kami ada frustrasi menurut jenis kripik perut muda nan aroma menyengat. harusnya engkau menjadikannya objek mawas diri bukannya terlebih menduga beta lawan anda. warung macem segala ini!!",0
"lubang kulak dapetnya v2, dalam desc tembung penjelasan menyapu versi, bagusan v1 lagi pula rgbnya rgb v2 bener bener semata-mata red green blue sempuras warnanya gaguna switch puller gadapet rgb merencam sekali lagi ngga sedia pemberitahuan menyambar macam keyboardnya bener2 getun jera belanja da jangkau ae v*rt*x v7 tuh molek drpd ini menyesal kepingin lubang lego pula terpangkal",0
belanja tapi paketan ada g dikasih linyak dah,0
"katanya becus  ditempel ditembok, tapi tempelannya bruto banget, udh dicuci jg tetep kotor, setuju gak menyatu setingkat sekali. sungguhsungguh disayangkan karna martabat nya sedikit garib utk yg tingkat yg sebagai ini.",0
porsi layah gosend gak bener servis adv minim bertanggung tangkisan done.,0
"keripik tempe jahanam n sangkil aroma tengik, ga kemakan",0
no good !!! tiada puassss,0
sablonnya jelek bgttttt,0
"transportasi a arkais banget... oder hr minggu segar dikirim kamis, setiap ditanya jawabnya tinggal proses... gawai dikirim menyimpang size bersama warna.. proyek 34�, bangkang yg dikirim 32�, hitam... serius penyelarasan nya",0
udah 2x borong ga langgeng banget.. yg perdana runtuh landasan (kereta api) nya macet.. belanja pun eh relnya kendor ga solak kuali beltnya,0
berkena berlabuh ky aroma tape busuk ?? ga ky yg sebelumnya pesan. kynya v berakhir luka-luka,0
jamnya rumit riak  akan pake surat apapun konstan lemau sinyal.. jelek bgttt udh d komplain pentungan pengerjaan yg menuntungkan,0
ga cocok expetasi..... barang2 nya ga kuat. kadar kcl gemuk mainan.,0
kira-kira amaran 3 kg dikirim 1kg nakal,0
tak puas sama respon yg enggak  rupawan betul-betul,0
"imbalan wadah menelan lipatnya mana? qoq enggak  ada!!! ???????????????????????????????????????????????????? benar lahir tulisan: selagi sediaan tinggal ada, tapi andaikata hadiahnya selesei tak hadir non ditampilkan lagi! itu namanya pembohongan. selesei harganya tak sesuai!!! hadiahnya kagak siap lagi!!!",0
"wooy ini gimana mengalihtugaskan hanya 1, aku amaran 5 loh,,, jika memantau dong yg dipesan",0
"transportasi lamban banget... oder hr minggu a hijau dikirim kamis, setiap ditanya jawabnya tengah proses... kira-kira dikirim cela size lalu warna.. rodi 34�, bangkang yg dikirim 32�, hitam... kritis penyerasian nya",0
"barli rutin tiap minguu 20pcs yg antaran terakhir sekotah puas rusak, kendor lumayan jilid baut2 nya, doang  terpendam sekitar yg pandai digunakan ( naas menstruasi udara melewati kolong bis merampas sebab tenang bocor) dekat tanyakan puas bakul tapi sayangnya ga embuh tau hanya jawaban ga jadi garansi! costumer kembali yg dirugikan krn pedagang yg ga lepau kepalang jawaban semenjak harta yg dijualnya, doang  pengen cuan tapi ga kasik tau rintihan costumer nya. sedangkan suah patik membenarkan tiap pemungutan persis  ke kios ini tapi simpati nya ga terdapat penyajian yg mampu membahagiakan costumer nya",0
"mencoba enggak  sesuai, gk siap kerasa patera jeruknya. bad taste",0
muatan busuk dikirim!!!!!!,0
"transmisi cepet, tapi qualitas barangnya jelek, kemahiran lampu (senter) nya doang  bergeming 30-40 menit, klo dicas datang perkataan berdesis.",0
pelayanannya betul lapuk,0
"ego dikasih lcd rusak, pada touch gak bisa, skrin prolog prolog ya tapi kembar yaum kemudian, sedia 3 calar melintang dalam p ketika layar, esok lusa keadaan nya kelir shadow, sudahnya kawula pake lcd yg lama, pedagang penuh alasan, patik sbg pemesan bahkan disalahkan lega pemasangan. non kulak disini memadai hamba aja setuju bulan-bulanan ??????",0
rongga nya jelek bgt,0
kalo udah beri (uang) dicuekin seiring penjualnya !! - chat 3 januari 2021 dekat respon. - proyek 3 januari 2021 arloji 11 bersih sambil utusan grab same-day - harta berbatas 4 januari 2021 arloji 3 sore. kalo terminasi ujungnya gak berbatas tembak dekat yaum yg setara ngapain tukar ongkir garib pakai grab !!,0
pesannya gelap kemudian barangnya dramatis jengkel saat lagi celika komplain,0
"gak maujud pengaruh, tuma msih hidup, sdh hamba eksamen langsung. merasa ditipu nih, mudah-mudahan beroleh karma dah lu",0
"pedagang memaksa akan enggak  kasik membekukan pesanan, maen membawa aja sementara itu patik tamat ejekan pembatalan. silahkan nikmati duit tabu",0
ancuuuurrrr bubukkkk remukkk tidak berbentukkkkkkkkkkkkkkkkkkllkl,0
ga cermat membaca requestku mengharuskan nya pingai knp yg dikirim summer linen??,0
msker sedikit & umum aja. krg berasa sip  tuk jam pndemi. mlh lbh ccok yg sahaja sy bli + pkai. mhalll hrganya tuk produksi domestik & mutu biasa.,0
roti padat gak segar,0
bahan jebol mengapa dikirim,0
terjemahannya ambruk bgt. lumayan borong yg cara inggrisnya aja,0
mainannya gelobak gak kuasa dipake,0
ini cak kenapa belum dalam terusan kah kan kita  mintanya menangani lembut bener2 parah...... !!,0
chat bukan dibalas transportasi lantas diproses saat tempo rajin sdah kosong kacaw??,0
"bagasi dateng pake suruhan toko, dalam unboxing trnyt ad lecet/baret ampe metal ny keliatan sumbut beserta fotograf yg kawula ambil. dlm chat dgn owner tiada ad pertanggung jwban, chat sy cm dalam read dr smnjk kmrn mlm (6 april 2020 beker 8an mlm, smpe skg tgl 7 april 2020 tanda 16.30an)",0
"bantuan yg luar biasa buruk. p ya petuah via mengonsumsi grab instan arloji 10 pagi, trendi  dekat mendampingi seputar beker 1/2 5 sore. semua cak barangkali chat, lena adv amat respons nya. bukan main tdk karatan  melayani klien",0
insaf kulak disini,0
bahan durasi banget  sampainya!!!,0
alamak.... buset. packingnya adv minim rapi... dalam sarung plastik ki murni terang aja. harusnya dalam balut plastik buruk aja meski rapih.,0
sablonnya jelek bgttttt,0
"beta dikasih lcd rusak, dekat touch gak bisa, jib depan akar sepakat tapi dwi keadaan kemudian, lahir 3 beset melintang dekat paruh layar, besok lusa keadaan nya ebek shadow, kesudahannya hamba pake lcd yg lama, pengecer membludak alasan, aku sbg konsumen lebih lagi disalahkan lega pemasangan. tiada borong disini memadai patik aja selesai sasaran ??????",0
"penyok, packingnya serta cacat pasti",0
jelek jgn kulak disini... kecewa.... kualitas banyak emang kacangan  bahannya... nyesal ********* penjualnya,0
perkakas bertandang sambil kerangka tercabut parah. lcd pecah.,0
"komoditas dtg bukan cocok yg dikasih ingat admin nya !! beberapa rice cooker 1,2liter !! ternyata peralatan yg dikirim 1 liter",0
bantuan ga bgt deh. aku pakai pelayaran gojek instan melewati arloji 9 ki awal ternyata gres pada prosedur sayap depot arloji 3 sore.,0
pelayanannya paling bapet,0
penjaja selevel adv amat tdk memperhatikan goresan pembeli.. malahan mengadukan pembeli.,0
"servis gardu jelek, metode muatan lambat, dekat chat tiada menjawab, bagasi sama",0
"kagak muncul lembaran pengayom sepadan sekali, boleh itu plastik ataupun wraping. dus yg diterima berarti (maksud) hal ihwal penyok, timba mumbung lecet. transmisi berat  durasi bermula musim minggu sampe nya yaum rabu, sementara itu tinggal sejajar jakarta. sementara itu borong nya dekat warung official resmi. kian mungil bayar dalam gerai yg biasa. sebelumnya patik borong ditoko yg teradat bagi imbalan 1 yaum sampe, arti makin gampang packing bagus. ini warung formal lebih-lebih hancur, mana lakukan hibah lagi. sahap aja tokonya...????????",0
katanya segar to l ternyata bugar to m. coretan terus ngak bertimbal menggunakan poto,0
sellernya aneh.. jawabnya apa.. yg dilakuin apa.. ga singkron . ribet,0
zat cacat gagah ki kecil modalnya jelek,0
kira-kira kacau balau,0
mengecewakan!!!,0
sekitar sampe memakai cabir gw pada bagi sekitar rijek berkaru ni seller.,0
besar kenop yg rusak... batre berjejas enggak  racun dalam charge.,0
abdi surat imboost kids syrup tp yg dikirim pil hisap. pengangkutan pun maha- lama. very negative service!,0
sesudah pake rutin 1 candra g hadir hasil. lasat,0
masuk  timbul ky aroma tape dingin ?? ga ky yg sebelumnya pesan. kynya telah kopok,0
"harta jelek, terpenggal 1 , diisi udara murus",0
"gak terdapat patron dekat box nya, derajat garib pun",0
"terdapat titik asfar dalam kudung nya, pendek, kaku!",0
"bentuk si ok sekali tapi benih ki kecil banget, waktu terakhir dipake (pemakaian normal) duet minggu jahitannya udah camping sendiri..",0
jelek banget  packingnya... hand body abdi plong tumpah...,0
mengapa pesananya ndk bertimbal standar yg pada pesan... klo suplai kelompang oke dekat ubah..,0
sprti muatan rekam,0
"meregah gagang, seller ga berkenan mendapat tanggapan sampe belakangan tokopedia nan mengambil (keputusan) racun direfund",0
kapoooookkk lah...!!!??!!,0
"awalnya coba2 bayar merk ini tapi ternyata kulkasnya ga bagus, lumayan detik reaksi pendinginan kompressornya suranya ki ingar-bingar kutuk kusai amat",0
kotor bgt! minta tan- dalam borong kreasi se kotoran ini,0
bangke sampe bangunan berlalu pergi semua. non borong disini.,0
ternyata sesudah sir dipakai mutakhir ngeh jika boxnya yg dikirim unsur persendian dapur pecah. runyam deh qcnya tdk melihat klo tersedia yg renggang,0
jelekkk sepatu nya gak,0
pengangkutan a berlama-lama banget. mulai perintah - datang pada destinasi 7 hari. sedangkan instruksi wadah beda 2 keadaan datang,0
"invalid teliti, ana  amaran aswad 1 dengan sirah 1 yg dikirim aswad adv belaka",0
"tak wujud ki patron setara sekali, bisa jadi itu plastik ataupun wraping. dus yg diterima saat raut penyok, beledi munjung lecet. pengangkutan maha- tempo oleh karena yaum minggu sampe nya keadaan rabu, sedangkan lagi layak jakarta. sedangkan borong nya dalam depot official resmi. bertambah baik borong dekat gerai yg biasa. sebelumnya abdi belanja ditoko yg sewajarnya cak bagi baksis 1 keadaan sampe, arti bertambah banyak packing bagus. ini depot sah terlebih hancur, mana bagi baksis lagi. v menutup aja tokonya...????????",0
terjemahannya centang-perenang bgt. asian borong yg motif inggrisnya aja,0
barang lagi dalam pakek sehari lo bayangin udah jahat analog nya wkwk asem tenan wkwk,0
enggak  senang menggunakan respon yg enggak  tampan terlampau,0
"transportasi cepet, tapi qualitas barangnya jelek, kekebalan lampu (senter) nya doang  bertekun 30-40 menit, klo dicas sedia pendirian berdesis.",0
roti cekang gak gurih,0
tahi ketam tak kulit. tiada cocok iklan.,0
pengangkutan dibungkus plastik hening juga,0
"parah, memo lapisan kelam alias sensasional dikirim asfar semua, tunanetra ragam segala apa seller nya? udah gt tempo benar-benar diproses nya",0
gerai penipu... kecoh harga.. helat merk.... hendaknya bersua karmanya.. mengijabkan,0
"packing teledor materi betul mengecewakan, kotor, bocor, musiknya jg ga jalan, berlimpah belang",0
busyeettt.. lamaaa amit nyampe brgnya. pdhl udh 2x order.,0
"kreasi nan dikirim, kenop suci cak bagi setting dominan mini nya pancaran tak berfungsi,. bagaimana? katanya andalan 30hari",0
"prolog dikirim brg sebenarnya packing rapih ya, tp sedia bocel sm ceker  tripod karetnya maujud yg ilang. trs ego balikim barangnya (saya cinta bubble wrap untuk balikin). tp seller mengedrop brg barunya pas betul-betul ga pake bubble wrap, hasilnya munjung besot + penyok2, dibilang dr seller ktnya hrs xtra bubble wrap???. tau gt kita  balikinnya gausa make bubble wrap",0
"tak muncul petala maesenas sekelas sekali, barangkali itu plastik ataupun wraping. dus yg diterima jeluk masa penyok, timba membludak lecet. transportasi bukan main durasi bermula yaum minggu sampe nya musim rabu, sementara itu tinggal sejajar jakarta. sementara itu belanja nya dalam gerai official resmi. bertambah gagah belanja dalam kios yg biasa. sebelumnya beta bayar ditoko yg stereotip untuk uang lelah 1 musim sampe, harkat bertambah ekonomis packing bagus. ini gerai formal bahkan hancur, mana bagi donasi lagi. sahap aja tokonya...????????",0
tulangtulangan logam amat sedikit lalu lemah. termasuk bahwa muskil paling tinggi nan v berhasil ditopang merupakan 40kg. tapi belum mencapai 10kg selalu selesei gering lantaran keberatan.,0
"surat 3 keping xxxl edisi bingkai depan 52 cm, yg kemudian 43, 44 selanjutnya 45 cm. jauh master ukurannya, semata-mata kepake bakal topo mesin aja ini mah",0
terakhir pake semuanya tiap-tiap nya lepas2 lanjut pungkur,0
emang rasanya rani dingin segala apa gimana ?? cak kenapa gini kelewat bakir aroma tong kotoran,0
pengecer angkuh... nan namanya pemesan itu raja.. dekat layani sama dengan mestinya.. kebahagiaan pemesan prerogatif utama.. lah loh? arogan sombong.. dahar tuh duet haram.. perdana selanjutnya terakhir gue biaya dalam olshop loh cuih!!!!,0
ancur dah pelayanannya. gausah kesini dah kalo gak kasdu jera,0
"seller mengedrop perabot kurang, kulak 24 muncul tetapi 21, dikomplain baik2 lebih lagi beberapa ga mungkin, nuduh buyer bongak sementara itu hanya arta 50rb an selisihnya, kalau menginformasi tuh bentuk menyaring disananya, ga bikin fertil kalo doang  domba nilep 50rb an mah",0
kapoooookkk lah...!!!??!!,0
ancur dah pelayanannya. gausah kesini dah kalo gak bakal insaf,0
"nipu, ini mah tidak 90 yard wkwkwk kaco",0
transmisi lama. sementara itu menghajatkan urgent,0
aku borong item ini lamun pompa listrik ini enggak  racun dekat charge. sehingga tak mampu pada pakai. sisi penjaja tiada tampil respon ! bukan pandai mengakomodasi ! ana  berat  kecewa. titinada recomendded !!,0
payahhh.. packing umbi cm plastik dustnya manaaa?,0
packingnya a abnormal menuntungkan,0
pedagang lamban respon penjual. peranti kedaluwarsa dikirim. gopoh-mamang dingin nih balon.,0
rakitan gak dikirim,0
"sory yah titipan ga sesuai, menunggu xxl dalam deskrisi luas 50 jauh 75. yg pegari luas 43 a jenjang 60 nda menempatkan boss..",0
"bocor!! bingkisan basah, jd bercokol bublrwrap tersaur keterkucilan aja pakai  liquid. menemui nya akan gak amuh enggak  enak. bakal nan lainnya (botol kaca) pasti",0
"dicharge alat penerangan bukan nyala, setingkat sungguh (-sungguh) tiada sanggup dipakai bersedia dikembalikan ruwet pada ongkir harusnya sebelum dikirim dites dulu, toh packaginya tiada tersua stempel dites dulu dapat kayaknya sayangnya peruntungan minimum 1 titinada recommend",0
"seluruh proyek  bocor, sdh dekat film setingkat pengiriman.... kacau.... siap kulak rugi.... bagasi ampas setengah...",0
salep nya dalam bikin dulu setuju ortodoks modern sampe... kulak tgl. 22 eh... tgl. 28 modern sampe... manfaat salep doang... kalo penawar mah gopoh-gapah lengang yg sakit... asian kulak dekat depot penawar dah,0
"jasad dikirim salah, petuah webcam logitech dalam logitech official mengapa bs dikirimmya headphone jbl! dengan substitusi produk burung  4hari kerja! memang lelet",0
terjemahannya kibang-kibut bgt. membaik bayar yg model inggrisnya aja,0
"kulak cashew dikirim almond ,, bayar 2 dikirim cm 1 ,, gak karunia komoditi mu ..",0
"produk jelek, sempal 1 , diisi angin murus",0
lamaaaaaa bngt kirimnya,0
"mendapatkan pengapalan mengiringi daratan pengasong semata-mata packing dg 1 susun kresek. akhirnya dusnya babakbelur penyek & koyak sana sini, sementara itu ini kasik utk kado. barang2 seni sendiri dalam olshop berbeda dipakein bubble wrap & bujur sangkar double. mana panjang bgt setelah itu dikirim, permintaan sabtu dikirim senin. shame on you ????",0
barangnya gajelas ketika borong 6 dikirim dobel,0
topeng tertipis nan sudah abdi kulak,0
"chatt, a dekat ga tampak respond",0
pedagang laun respon penjual. benda tua dikirim. gopoh-gapah busuk nih balon.,0
"start udah checkout procecor, sesuai admin disuruh borong bubblewrap meski aman, yaudah checkout bubblewrap deh beli. masuk  antaran udh dateng sampai-sampai cuman bubble wrap jua wkwk, menggelakkan nih toko. mana prosesor nan dicheckout duluan sampai-sampai belum dateng lagi, hadehh",0
"ebi red bee yg dipesan tdk ada, sdh dikomplain tambahan pula diteruskan tokped modal nya ke pengasong",0
"gaji tentang official store, limitasi perabot diterima ibarat kotor dengan perlengkapan rongsokan. sambut kasih.",0
"tko prei  ga ad pmbritahuannya pdhl aq psn sblm tgl merah, chat dibls cm stu kta slma 1x24 jam, hmpir sja kulaporin ke pivot santunan",0
mengapa pesananya ndk sumbut patokan yg dekat pesan... klo simpanan polos akur pada ubah..,0
berterima berkunjung ky aroma tape busuk ?? ga ky yg sebelumnya pesan. kynya v berakhir luka-luka,0
"qc oh qc .. kanta dalamnya ripuk katnya udah melihat qc, picking teledor sementara itu udah nambah buble wrap. perbaiki pelayanan..!",0
perlengkapan tdk lengkap.. sdh tempo memberi tahu tp mencapai jam ini belum dekat kirim2... sdh kerap ditanyakan tp namun janji2 aja.,0
faedah hanya 50rb terbatas sekitar 2pcs tp dasar trlalu byk ga sedia ganti.. kios ini adv minim belasah,0
sekitar sampah.. berawai ongkos disini.. modbo kucar-kacir mengapa dikirim,0
"segala kiriman bocor, sdh dalam gambar kembar pengiriman.... kacau.... siap belanja rugi.... peranti sempuras setengah...",0
"belum dicoba, pengangkutan lena",0
tua prosesnya,0
"yg dalam catatan lapisan ngga bertemu klu sungguh ngga hadir sejumlah aja ngga tampil jgn beberapa ada, beta ini kulak lain minta.",0
dengkul gak tercapai imbalan tobat bayar d sini ??????????????,0
udah 2x bayar ga langgeng banget.. yg mula-mula gelobak jalan (kereta api) nya macet.. kulak masih eh relnya kendor ga kasik kuali beltnya,0
gak jelas,0
terlalu bukan recommended!!!,0
"kecewa! borong terpal cocok rekomendasi penjual. terpal bocor, perekat bukan rata. chat ke pengecer after sale kagak digubris. teruk sih!",0
"aku mengulak 2 sepatu nan sepadan bersama-sama tolok ukur berbeda. nan dikirim ialah sepatu no 42 serta 41. presentasi permintaan sama dengan penukaran. walakin malahan nan diterima uang. ini betul-betul mudarat pelanggan. biarpun p ya beroleh pesanan kembali, tetapi berdiri bayaran ongkir nan mesti ditanggung. kadar sepatu no 42 biar tak prima. wilayah tongue jahitannya loncat. kemahiran ini amat mengecewakan.",0
"gak tersua cetakan pada box nya, faedah garib lagi",0
benda gak kuasa dipakai ?????????????????????????????????? genting ini mah,0
"menyuruh para-para tutup 4 lantai yg dalam bubble terlebih lancingan dalem yg dekat dalam, merapal pesannya dong.. mikir...",0
pekerjaan yg k2 ko sy hebat kecewa... contong selesei bercelah duplikat bercerai-berai k mna� gak tau ini penyelewengan dr selese seler alias kurir.,0
"bakul gak hormat beradab , diblngin sampai-sampai ngengasss , aneh!!",0
"udah pesen pke dus, gak muncul dus nya. lumayan gak udah pke dus dah",0
"transportasi lambat, sampe kini persediaan kita  belum dikembalikan, harusnya pengecer info kalo agak tdk ada, maupun duit dikembalikan. samoe skr ga diaksi, sangat",0
"kalo berat tulang macking, susunan tokocabang aja bro. supaya klien puas, sampeyan pula gak mendesak beri (uang) tenaga kerja bakal handle pengepakan barang. packing mengapa jelek bgt.",0
"suah jelas pada positif 1 botol pecah,,, tenggak sekitar ripuk wajib tunak dekat mentransfer ke gerai nya,,, untuk kagak pada mentransfer tak bagi dalam ubah kurang lebih maupun pulang kan uang,,,",0
gerai penipu... kecoh harga.. helat merk.... moga-moga mampu karmanya.. mengasese ,0
kelongsong box bekas.....,0
botol terdengar pakingnya zonk bgt,0
komoditas gak dikirim,0
mur klop  bautnya sedikit dengan pengecer mula-mula beberapa tentang respon selesai 5-7hari selepas 2 minggu tinggal aja ga tersua solusi. disuruh mengantar ulang belahan jemuran sementara itu nan a abnormal semata-mata mur selaras baut dibikin ribet kesimpulannya itu sero kecil ga kuasa dipake. cacat berpengalaman penanganannya,0
memohon subtil dikirim kasar.... laen ngopi lebu supaya celik admin yg ngurusin orderan,0
lamban pengiriman.. atc dalam keadaan itu agak tpi gak pada kirim2. beberpa hr dlu br dekat kirim.,0
"baur ka. mengapa oke malahan ke sini pengangkutan perlengkapan nya malahan jelek.. peranti jamak yg keriput, kusut, rusak.. sokong dong ke depannya dalam perbaiki",0
"tenaga kerja nya tekor  inti nih , pengangkutan cacat suatu bukunya , mengangkut serta dengn kebaikan nan beda juga",0
habis ga sumbut cak kok ga dibuang aja!!!,0
jelek jgn belanja disini... kecewa.... guna banyak emang pasaran bahannya... nyesal ********* penjualnya,0
emang rasanya gemuk busuk segala gimana ?? cak kenapa gini menjelang berharta aroma tong kotoran,0
"kecewa! belanja terpal sumbut rekomendasi penjual. terpal bocor, perekat tiada rata. chat ke penjaja after sale enggak  digubris. gawat sih!",0
"rodi minggu ketibaan rabu, tunagrahita nya mengharuskan ampuun, dekat tanyain mutakhir info bilamana overload orderan, itupun perdana selasa dikirim, ga berdiri pengesahan pagi buta untuk overload orderan. ga tanggungjawab.",0
jelek banget!!!!,0
transmisi sungguhsungguh hina respon bakul jg buruk. ah tobat pesen d sini. cm akan kebas manfaat juga ndak berkenan tau penjualnya. seminggu lantas peroleh produk,0
"pdhl bayar tanggla 25, beberapa wujud souvenir, ternyata dtg cm buah dada nya doank. aaa kronis",0
"ga dipacking dikirim pke boxnya gitu aja.. ?? lenyau parah, isinya ky perabot tikas jg.. bnyk bgt baretnya sekelas terselip borok apaan gitu mewah gel2 menjulur bgt..",0
sasaran tepos jelek,0
belanja sabtu kedatangan kamis .. lawas cocok ??,0
bahannya jelek .... terpangkal kecewaaaa aja,0
"menanyakan palas-palas sungkup 4 pangkat  yg pada bubble tambahan pula seluar dalem yg dekat dalam, mengindra pesannya dong.. mikir...",0
gak jelas,0
worst service!!!!!!,0
genting amat.. d kirimnya baju bekas. klo sedia jualan yg bener bu,0
kacau balau 3 pcs gak sanggup pakai berkat packing apabila,0
ini tak plano origami tapi post it,0
udah sampenya a arkais bgd semingguan trs masuk  barangnya dekat seandainya lebih lagi patah. bedebah kan!,0
"perkakas status jelek, pengampu patah, ramai rusak sececah ditekuk retas maka copot.. blum sempet pake udh tidak keluarkan aja",0
sesuatu tiada sumbut gambar. rapuh,0
gak ad solusi.. !! hendaknya arta ny pangestu akur mba..,0
"wooy ini gimana membawa semata-mata 1, kita  petaruh 5 loh,,, seumpama mencoba dong yg dipesan",0
"prosedur kemas/kirim lama, seller ditanya semata-mata reaksi harap sabar, harap tunggu. bukan beri ketegasan bila kirim. hrs nya dijawab kuasa / tidak. end up perkakas dekat pickup singular ke pakus suruhan krn perlu.",0
"ki perspektif kotor, penaka bakat ataupun inventori lama, melimpah limbah ramatnya",0
ini mengapa belum dekat lanjutan agaknya kan p ya mintanya melumatkan subtil bener2 parah...... !!,0
"bobot gaya kualitas nya. drei untuk singkap mur, pucuk matanya kalah. meletot. padahalur nya ngga sekali kenceng. bahannya a abnormal keren",0
"wooy ini gimana memindahkan semata-mata 1, kawula catatan 5 loh,,, seandainya menjajal dong yg dipesan",0
ga tampak gunanya atc ini stabil ga dikasi bubble.. bikin cedera aja..,0
respon pengasong bukan main jelek ditanyain musim ni tulat mutakhir memerhatikan,0
koq dibungkus bubble doank sonder kardus.. sy kan jg tukar karton + bubble sis -_-,0
selongsong box bekas.....,0
"pesen mesum dikirim putih.. parah. sedia direturn ngga keburu, soalnya sesuatu tsb lakukan tanda mata ultah hr ini. maka itu kita  pake same day. sedangkan sdh sy ingatkan loh, bantu dicheck dulu sebelum dikirim...",0
barangnya jelek cepet pecah-pecah junior pake sehari talinya tamat bersedia mandiri,0
"rasanya, hambaaarrrrrrr",0
berlubang terperohong terdapat minyak2nya gitu jelek,0
ragi kagak bertemu dgn lamaran,0
kurang lebih sampe melalui camping gw dalam iba benda rijek keruh ni seller.,0
gak ad solusi.. !! hendaknya doku  ny pangestu betul mba..,0
pengapalan ayal polllllll!!! ga pantes setuju official store.,0
"size l sempit bgt sih, mana ga maujud masukan size bajunya.. jarang bgt. admin jg no respon.",0
gak ad solusi.. !! mudah-mudahan doku  ny hidayat sungguh mba..,0
transportasi luar biasa aus respon pedagang jg buruk. ah jera pesen d sini. cm sir pungut mujur cak cuma ndak kasdu tau penjualnya. seminggu setelah itu songsong benda,0
